,persname,dipl,dipl_ctx_lr15,pb_n,doc,dipl-ids
53,Johannes_Mesuë_der_Ältere,Meſue,damit / es heylet . Coconidion . Kellershals iſt ſorglich / gehe ſein muͤſſig / Meſue nennet ſie rapiens vitam / wann ſie iſt gifftig . Corallus . Corallen ſtercket das,NaN,ArtzneyBuchleinDerKreutter_1532_Tallat,"['RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter_1532_Tallat#sSpan24183', 'RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter_1532_Tallat#sTok24184_virtualSpan']"
54,Rammelt,"Der erfahrne Gaͤrtner zu Beuchliz , Herr Rammelt","Stande ſeyn moͤchte ; ich habe auch nicht bemerkt , daſz ſolches geſchehen ſey . Der erfahrne Gaͤrtner zu Beuchliz , Herr Rammelt , hat beobachtet , daſz er auf den daſigen zur Viehweide beſtimm⸗ ten Wieſen nur",30,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1414_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1415_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1416_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1417_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1418_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1419_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1420_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1421_virtualSpan']"
55,Johann_Gottlieb_Gleditsch,Hrn. Hoft. Gleditſch,"abgenommen worden , iſt ein gutes Futter fuͤr allerley Vieh . * ) Siehe des Hrn. Hoft. Gleditſch Abhandl. Jh. I. G. 105. u. f. Der erſte , der den Wieſenhafer als ein",30,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1637_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1638_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1639_virtualSpan']"
56,Pehr_Kalm,Hr. Prof. Kalm,"erſte , der den Wieſenhafer als ein nuzbares Futtergewaͤchs bekannt gemacht hat , iſt der Hr. Prof. Kalm . Er ſagt in einer 1747 geſchriebenen Abhandlung von dem Nuzen einiger Gewaͤchſe zur Verbeſſerung",30,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1663_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1664_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1665_virtualSpan']"
57,Jean-Baptiste_Miroudot_du_Bourg,Hrn. Abt Miroudot,"Akad. der Wiſſenſchaften  . Dieſe Empfehlung hat auſzerhalb Schweden keine ſonderliche Wirkung gehabt . Dem Hrn. Abt Miroudot , Hofcapellane weiland Sr. Mai. des Koͤnigs Sta⸗ nislaus von Pohlen , iſt es gegluͤcket",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1837_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1838_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1839_virtualSpan']"
58,Stanislaus_I._Leszczyński,Koͤnigs Sta⸗ nislaus von Pohlen,"keine ſonderliche Wirkung gehabt . Dem Hrn. Abt Miroudot , Hofcapellane weiland Sr. Mai. des Koͤnigs Sta⸗ nislaus von Pohlen , iſt es gegluͤcket , den Wieſenhafer in Ruf und Anſehen zu bringen . Dieſer",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1846_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1847_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1848_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1849_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1850_virtualSpan']"
59,Johann_Jacob_Reinhard,Herrn Geheimen Raths Reinhard zu Carlsruhe,"man verſchiede⸗ ne Ueberſezungen in Deutſchland gemacht hat , deren eine durch des hochberuͤhm⸗ ten Herrn Geheimen Raths Reinhard zu Carlsruhe Vorſorge beſonders ge⸗ druckt , eine aber in meines Hrn. Vaters neuer Samlung verſchiedener Same⸗",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1905_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1906_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1907_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1908_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1909_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1910_virtualSpan']"
60,Deliste,Herrn Deliste,"der zu mancherley Misverſtande Anlaſz gegeben hat . Er hat ſich dadurch den Widerſpruch deſ Herrn Deliste * ) , des Ver⸗ faſſers der Elemens du Commerce und anderer zugezogen , welche",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2019_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2020_virtualSpan']"
61,Jean-Baptiste_Miroudot_du_Bourg,Miroudot,", nicht zu verwechſeln iſt . In Deutſchland heiſzt der Wieſenhafer jezo , nach dem Miroudot , Raygras ; und wenn man ihn von dem aͤchten Raygraſe unterſcheiden will , franzoͤſiſches",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sSpan13573', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok13574_virtualSpan']"
62,Carl_von_Linné,Herr Archiater und Ritter von Linné,"zur Speiſe genuzt werden ** ) . ** ) Hausvater I. Jh. G. 296. Der Herr Archiater und Ritter von Linné hat in dem botaniſchen Garten zu Upſal beobachtet , daſz der Wieſenhafer die zarten Spier-",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2163_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2164_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2165_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2166_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2167_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2168_virtualSpan']"
63,Leopold,Herrn Amtmann Leo⸗ polds,"hauen , und der Ertrag davon iſt nicht geringe . † ) Siehe auch das Herrn Amtmann Leo⸗ polds Einleitung zur Landwirthſchaft S. 246 . Das Wannergras iſt inſonderheit ein dienliches Futter fuͤr die",39,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1030_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1031_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1032_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1033_virtualSpan']"
64,Dean,Herr Dean,"es ſehr gern freſſen und davon gut gedeihen . Ein gewiſſer Landwirth in England , Herr Dean , hat bloſz mit dem Graſe , welches auf einem beſtaͤndig unter Waſſer gelegenen Stuͤcke",39,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1067_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1068_virtualSpan']"
65,Rahm,Herr Profeſſor Kalm,", weswegen es auch im Schwedi⸗ ſchen den Namen Svin- ſvingel erhalten hat . Der Herr Profeſſor Kalm hat in ſeiner Weſtgothiſchen Reifebeſchreibung * ) davon folgende Beobachtung mit⸗ getheilet : „ Ich",40,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1176_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1177_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1178_virtualSpan']"
66,Balthasar_Ehrhart,Erharts,"groſzer Herren , unter dem Namen Mannagruͤtze oder Schwaden , bekannt geweſen . ** ) Erharts oͤkonomiſche  Pflanzenhiſtorie , Th. IV. S. 175 . Bernhards Abhandlung vom Wieſenbaue , S. 234",40,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31812', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31813_virtualSpan']"
67,Bernhard,Bernhards,", bekannt geweſen . ** ) Erharts oͤkonomiſche  Pflanzenhiſtorie , Th. IV. S. 175 . Bernhards Abhandlung vom Wieſenbaue , S. 234 . Der Schwaden iſt von zweyerley Art ; die",40,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31813', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31814_virtualSpan']"
68,E._Pankov,E. Pankov,"thun , geben zum Theil das Gra- men dactylon eſculentum C. B. an ; z. E. Pankov * ) , welcher dieſes Gras in ſeinem botaniſchen Werke als das rechte Mannagras vorſtellig",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1769_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1770_virtualSpan']"
69,Johann_Sigismund_Elsholtz,Elsholz,"dieſes Gras in ſeinem botaniſchen Werke als das rechte Mannagras vorſtellig macht ; des⸗  gleichen Elsholz ** ) , auch D. Ledel in einer eigenen Schrift von dem Schwa⸗  den ,",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31815', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31816_virtualSpan']"
70,Samuel_Ledel,D. Ledel,"Werke als das rechte Mannagras vorſtellig macht ; des⸗  gleichen Elsholz ** ) , auch D. Ledel in einer eigenen Schrift von dem Schwa⸗  den , die dem teutſchen Geſchmacke keine Ehre",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1795_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1796_virtualSpan']"
71,Dirslaus_von_Schwenkfeld,D. Schwenfeld,"aquaticum fluitans multiplici fpica C. B. sey , theils mit andern Graͤſern verwechſelt ; wie D. Schwenfeld , einer der erſten , die des Mannagraſes gedenken , der es in ſeinem Verzeichniſſe",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1852_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1853_virtualSpan']"
72,D._Lösel,D. Loͤſel,"mit dem Gramen mannæ 2. DOD. oder Panicum crus galli verwech⸗  selt **** ) ; D. Loͤſel , welcher in ſeiner preuſziſchen Flora ***** ) eine mit⸗  telmaͤſzige Figur davon giebt ,",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1887_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1888_virtualSpan']"
73,Johrenius,Johrenius,"telmaͤſzige Figur davon giebt , uͤbrigens aber es mit dem Gramen paniculatum pratenfe verwechſelt ; Johrenius , der das rechte Mannagras zwar be⸗  ſchreibt † ) , aber das Gramen paniculatum",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31819', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31820_virtualSpan']"
74,Karl_August_von_Bergen,D. von Bergen,") , aber das Gramen paniculatum aquaticum fluitans noch ein⸗  mal †† ) auffuͤhret ; D. von Bergen ††† ) , und andere ; dem ohnerachtet iſt es mehr als zu gewiſz ,",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1939_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1940_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1941_virtualSpan']"
75,Johann_Gottlieb_Gleditsch,Der be⸗  ruͤhmte und erfahrne Herr Hofrath Gleditſch,"werde , als von dem daſelbſt wildwachſenden Mannaſchwingel oder der Feſtuca fluitans †††† ) . Der be⸗  ruͤhmte und erfahrne Herr Hofrath Gleditſch verſichert dieſes in dem der B_ck⸗  manniſchen Maͤrkiſchen Hiſtorie einverleibten maͤrkiſchen Pflanzenverzeichniſſe , und man",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1986_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1987_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1988_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1989_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1990_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1991_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1992_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1993_virtualSpan']"
76,Carl_von_Linné,Herrn Archiaters und Ritters von Linné,"das angezeigte Gras ; westfalls ich mich auf das Zeugniſz meines hochgeſchaͤtzten Lehrers , des Herrn Archiaters und Ritters von Linné * ) berufen kann , der den Saamen von unſerm hoch⸗ verdienten Herrn D. und",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2057_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2058_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2059_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2060_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2061_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2062_virtualSpan']"
77,D.,Herrn D.,"Ritters von Linné * ) berufen kann , der den Saamen von unſerm hoch⸗ verdienten Herrn D. und Prof. Ludwig erhalten hatte . *** ) Panicum germanicum five panicula minore . BAUH.",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2075_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2076_virtualSpan']"
78,Ludwig,Prof. Ludwig,"* ) berufen kann , der den Saamen von unſerm hoch⸗ verdienten Herrn D. und Prof. Ludwig erhalten hatte . *** ) Panicum germanicum five panicula minore . BAUH. pin. 27. MORIS.",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2078_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2079_virtualSpan']"
79,Johann_Bauhin | Caspar_Bauhin,BAUH.,D. und Prof. Ludwig erhalten hatte . *** ) Panicum germanicum five panicula minore . BAUH. pin. 27. MORIS. hiſt. 3. p. 188. f. 8. t. 3. f. 1 . Panicum,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31825', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31826_virtualSpan']"
80,Robert_Morison,MORIS.,Ludwig erhalten hatte . *** ) Panicum germanicum five panicula minore . BAUH. pin. 27. MORIS. hiſt. 3. p. 188. f. 8. t. 3. f. 1 . Panicum italicum five panicula,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31826', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31827_virtualSpan']"
81,Johann_Bauhin | Caspar_Bauhin,BAUH.,p. 188. f. 8. t. 3. f. 1 . Panicum italicum five panicula majore . BAUH. p. l. c. MORIS. l. c. f. 2 . Grament dac̃tylon efculentum . BAUHIN. pin.,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31827', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31828_virtualSpan']"
82,Robert_Morison,MORIS.,t. 3. f. 1 . Panicum italicum five panicula majore . BAUH. p. l. c. MORIS. l. c. f. 2 . Grament dac̃tylon efculentum . BAUHIN. pin. 8. MORIS. l. c.,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31828', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31829_virtualSpan']"
83,Johann_Bauhin | Caspar_Bauhin,BAUHIN.,. BAUH. p. l. c. MORIS. l. c. f. 2 . Grament dac̃tylon efculentum . BAUHIN. pin. 8. MORIS. l. c. 184. f. i. nach dem Matthiolus . * ) PANCOVIUS,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31829', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31830_virtualSpan']"
84,Robert_Morison,MORIS.,l. c. MORIS. l. c. f. 2 . Grament dac̃tylon efculentum . BAUHIN. pin. 8. MORIS. l. c. 184. f. i. nach dem Matthiolus . * ) PANCOVIUS in herb. ed.,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31830', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31831_virtualSpan']"
85,Pietro_Andrea_Mattioli,Matthiolus,Grament dac̃tylon efculentum . BAUHIN. pin. 8. MORIS. l. c. 184. f. i. nach dem Matthiolus . * ) PANCOVIUS in herb. ed. . 1. n. 51. p. 66. ed. 2.,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31831', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31832_virtualSpan']"
86,Pancovius,PANCOVIUS,BAUHIN. pin. 8. MORIS. l. c. 184. f. i. nach dem Matthiolus . * ) PANCOVIUS in herb. ed. . 1. n. 51. p. 66. ed. 2. n. 58. p. 197.,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31832', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31833_virtualSpan']"
87,Johann_Sigismund_Elsholtz,Elsholz,66. ed. 2. n. 58. p. 197. unter dem Namen Gramen mannæ . ** ) Elsholz hortic . p. 367. Gartenb. p. 250. diæt . p. 268. *** ) Succincta mannæ,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31833', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31834_virtualSpan']"
88,Samuel_Ledel,Joh. Samuel Ledel,"nützlich gebrau⸗ chet wird , nebſt einigen myſtiſchen und emblema⸗ tiſchen Meditationisbus ausgefertigt , von Joh. Samuel Ledel , M. D. und Pr. Sorau 1733. 8. 6. Bogen . **** ) Catal. flirp.",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2230_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2231_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2232_virtualSpan']"
89,M.D.,M. D.,", nebſt einigen myſtiſchen und emblema⸗ tiſchen Meditationisbus ausgefertigt , von Joh. Samuel Ledel , M. D. und Pr. Sorau 1733. 8. 6. Bogen . **** ) Catal. flirp. filef. p. 88.",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2234_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2235_virtualSpan']"
90,Sorau,Pr. Sorau,"myſtiſchen und emblema⸗ tiſchen Meditationisbus ausgefertigt , von Joh. Samuel Ledel , M. D. und Pr. Sorau 1733. 8. 6. Bogen . **** ) Catal. flirp. filef. p. 88. Gramen mannæ fecundum",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2237_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2238_virtualSpan']"
91,Karl_August_von_Bergen,BERG.,gar eine neue Gattung des Linnaͤiſchen Geſchlechts Dactylis daraus ; Da⸗ ctylis marchica eſculenta . BERG. fl. viadr. p. 321 . †††† ) Selwig meldet in dem ſuppl. fl. pruff. daſz,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31837', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31838_virtualSpan']"
92,Selwig,Selwig,daraus ; Da⸗ ctylis marchica eſculenta . BERG. fl. viadr. p. 321 . †††† ) Selwig meldet in dem ſuppl. fl. pruff. daſz zwar das obenangezeigte Panicum in Preuſzen auch,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31838', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31839_virtualSpan']"
